stateAfips,countyAfips,stateAname,countyAname,population2020,births2020,deaths2020
48,207,Texas,Haskell County,5424,9,22
48,209,Texas,Hays County,243809,613,326
48,211,Texas,Hemphill County,3368,9,7
48,213,Texas,Henderson County,82348,226,340
48,215,Texas,Hidalgo County,872204,3214,1450
48,217,Texas,Hill County,35965,108,133
48,219,Texas,Hockley County,21490,56,55
48,221,Texas,Hood County,61953,122,244
48,223,Texas,Hopkins County,36795,108,116
48,225,Texas,Houston County,22068,56,75
48,227,Texas,Howard County,34797,117,94
48,229,Texas,Hudspeth County,3196,13,11
48,231,Texas,Hunt County,100231,269,276
48,233,Texas,Hutchinson County,20539,66,86
48,235,Texas,Irion County,1522,11,1
48,237,Texas,Jack County,8492,21,27
48,239,Texas,Jackson County,15000,48,39
48,241,Texas,Jasper County,32900,92,134
48,243,Texas,Jeff Davis County,1978,2,8
48,245,Texas,Jefferson County,255979,733,754
48,247,Texas,Jim Hogg County,4839,16,21
48,249,Texas,Jim Wells County,38813,107,121
48,251,Texas,Johnson County,180733,504,469
48,253,Texas,Jones County,19676,43,43
48,255,Texas,Karnes County,14721,31,55
48,257,Texas,Kaufman County,146986,411,334
48,259,Texas,Kendall County,44527,95,120
48,261,Texas,Kenedy County,346,0,1
48,263,Texas,Kent County,759,0,3
48,265,Texas,Kerr County,52676,118,204
48,267,Texas,Kimble County,4289,12,18
48,269,Texas,King County,270,2,0
48,271,Texas,Kinney County,3127,10,10
48,273,Texas,Kleberg County,30958,95,90
48,275,Texas,Knox County,3361,13,7
48,277,Texas,Lamar County,50077,134,194
48,279,Texas,Lamb County,12984,34,43
48,281,Texas,Lampasas County,21707,53,63
48,283,Texas,La Salle County,6642,17,14
48,285,Texas,Lavaca County,20338,54,75
48,287,Texas,Lee County,17499,46,35
48,289,Texas,Leon County,15727,51,69
48,291,Texas,Liberty County,92351,257,234
48,293,Texas,Limestone County,22103,55,97
48,295,Texas,Lipscomb County,3042,13,5
48,297,Texas,Live Oak County,11343,31,34
48,299,Texas,Llano County,21249,40,115
48,301,Texas,Loving County,67,1,0
48,303,Texas,Lubbock County,311419,981,789
48,305,Texas,Lynn County,5606,16,20
48,307,Texas,McCulloch County,7567,16,41
48,309,Texas,McLennan County,261023,785,682
48,311,Texas,McMullen County,599,2,1
48,313,Texas,Madison County,13445,31,34
48,315,Texas,Marion County,9752,21,43
48,317,Texas,Martin County,5250,20,14
48,319,Texas,Mason County,3964,4,11
48,321,Texas,Matagorda County,36269,132,96
48,323,Texas,Maverick County,57844,240,128
48,325,Texas,Medina County,50920,143,133
48,327,Texas,Menard County,1971,4,2
48,329,Texas,Midland County,170221,725,341
48,331,Texas,Milam County,24724,53,91
48,333,Texas,Mills County,4439,7,25
48,335,Texas,Mitchell County,8985,20,35
48,337,Texas,Montague County,19969,50,101
48,339,Texas,Montgomery County,624938,1768,1201
48,341,Texas,Moore County,21273,93,37
48,343,Texas,Morris County,11963,30,53
48,345,Texas,Motley County,1052,1,10
48,347,Texas,Nacogdoches County,64624,190,161
48,349,Texas,Navarro County,52784,136,153
48,351,Texas,Newton County,12163,22,39
48,353,Texas,Nolan County,14721,46,49
48,355,Texas,Nueces County,353090,1004,905
48,357,Texas,Ochiltree County,9960,29,10
48,359,Texas,Oldham County,1761,6,6
48,361,Texas,Orange County,84702,239,281
48,363,Texas,Palo Pinto County,28427,67,113
48,365,Texas,Panola County,22513,72,73
48,367,Texas,Parker County,149432,400,411
48,369,Texas,Parmer County,9851,42,22
48,371,Texas,Pecos County,15165,39,32
48,373,Texas,Polk County,50505,123,196
48,375,Texas,Potter County,118173,407,380
48,377,Texas,Presidio County,6102,21,15
48,379,Texas,Rains County,12199,28,32
48,381,Texas,Randall County,141231,394,340
48,383,Texas,Reagan County,3376,15,5
48,385,Texas,Real County,2743,7,16
48,387,Texas,Red River County,11550,26,58
48,389,Texas,Reeves County,14730,45,36
48,391,Texas,Refugio County,6747,15,17
48,393,Texas,Roberts County,823,2,1
48,395,Texas,Robertson County,16740,53,75
48,397,Texas,Rockwall County,109090,264,157
48,399,Texas,Runnels County,9921,30,44
48,401,Texas,Rusk County,52225,148,140
48,403,Texas,Sabine County,9881,23,51
48,405,Texas,San Augustine County,7919,19,42
48,407,Texas,San Jacinto County,27483,58,98
48,409,Texas,San Patricio County,68772,196,190
48,411,Texas,San Saba County,5730,15,24
48,413,Texas,Schleicher County,2442,5,5
48,415,Texas,Scurry County,16931,52,49
48,417,Texas,Shackelford County,3122,12,3
48,419,Texas,Shelby County,23926,81,85
48,421,Texas,Sherman County,2780,7,5
48,423,Texas,Smith County,234063,682,642
48,425,Texas,Somervell County,9214,18,21
48,427,Texas,Starr County,65835,231,130
48,429,Texas,Stephens County,9079,20,32
48,431,Texas,Sterling County,1383,3,4
48,433,Texas,Stonewall County,1245,7,10
48,435,Texas,Sutton County,3362,14,10
48,437,Texas,Swisher County,6957,25,19
48,439,Texas,Tarrant County,2114709,6396,4108
48,441,Texas,Taylor County,143383,493,416
48,443,Texas,Terrell County,744,1,6
48,445,Texas,Terry County,11792,43,30
48,447,Texas,Throckmorton County,1443,3,6
48,449,Texas,Titus County,31264,113,98
48,451,Texas,Tom Green County,120105,378,319
48,453,Texas,Travis County,1296100,3676,1738
48,455,Texas,Trinity County,13623,24,68
48,457,Texas,Tyler County,19797,38,75
48,459,Texas,Upshur County,40975,101,138
48,461,Texas,Upton County,3296,10,12
48,463,Texas,Uvalde County,24540,97,83
48,465,Texas,Val Verde County,47582,192,102
48,467,Texas,Van Zandt County,59690,140,206
48,469,Texas,Victoria County,91236,286,274
48,471,Texas,Walker County,76543,159,145
48,473,Texas,Waller County,57349,180,97
48,475,Texas,Ward County,11656,44,27
48,477,Texas,Washington County,35837,74,94
48,479,Texas,Webb County,267234,1058,445
48,481,Texas,Wharton County,41550,142,121
48,483,Texas,Wheeler County,4980,11,7
48,485,Texas,Wichita County,129546,388,355
48,487,Texas,Wilbarger County,12846,40,40
48,489,Texas,Willacy County,20129,60,57
48,491,Texas,Williamson County,615266,1554,899
48,493,Texas,Wilson County,49994,112,114
48,495,Texas,Winkler County,7749,22,21
48,497,Texas,Wise County,68866,175,208
48,499,Texas,Wood County,45010,99,173
48,501,Texas,Yoakum County,7669,31,24
48,503,Texas,Young County,17839,47,80
48,505,Texas,Zapata County,13884,50,20
48,507,Texas,Zavala County,9652,34,40
49,001,Utah,Beaver County,7076,19,13
49,003,Utah,Box Elder County,57908,211,130
49,005,Utah,Cache County,133527,520,169
49,007,Utah,Carbon County,20465,57,60
49,009,Utah,Daggett County,952,5,3
49,011,Utah,Davis County,363492,1259,614
49,013,Utah,Duchesne County,19581,76,41
49,015,Utah,Emery County,9837,25,29
49,017,Utah,Garfield County,5090,14,11
49,019,Utah,Grand County,9681,28,18
49,021,Utah,Iron County,57640,194,115
49,023,Utah,Juab County,11824,54,21
49,025,Utah,Kane County,7673,19,24
49,027,Utah,Millard County,13015,45,43
49,029,Utah,Morgan County,12392,45,17
49,031,Utah,Piute County,1437,4,2
49,033,Utah,Rich County,2504,8,5
49,035,Utah,Salt Lake County,1186236,3851,2075
49,037,Utah,San Juan County,14525,47,44
49,039,Utah,Sanpete County,28508,90,70
49,041,Utah,Sevier County,21546,69,60
49,043,Utah,Summit County,42452,91,38
49,045,Utah,Tooele County,73281,246,116
49,047,Utah,Uintah County,35618,126,94
49,049,Utah,Utah County,663143,3019,865
49,051,Utah,Wasatch County,35032,91,50
49,053,Utah,Washington County,181924,522,441
49,055,Utah,Wayne County,2497,10,11
49,057,Utah,Weber County,262828,876,526
50,001,Vermont,Addison County,37292,66,101
50,003,Vermont,Bennington County,37271,61,118
50,005,Vermont,Caledonia County,30184,73,97
50,007,Vermont,Chittenden County,168289,372,387
50,009,Vermont,Essex County,5910,9,22
50,011,Vermont,Franklin County,49996,136,124
50,013,Vermont,Grand Isle County,7278,18,22
50,015,Vermont,Lamoille County,25914,64,62
50,017,Vermont,Orange County,29259,58,94
50,019,Vermont,Orleans County,27355,65,103
50,021,Vermont,Rutland County,60455,131,210
50,023,Vermont,Washington County,59748,127,170
50,025,Vermont,Windham County,45844,88,120
50,027,Vermont,Windsor County,57700,107,174
51,001,Virginia,Accomack County,33348,74,134
51,003,Virginia,Albemarle County,112496,238,243
51,005,Virginia,Alleghany County,15161,22,66
51,007,Virginia,Amelia County,13246,30,49
51,009,Virginia,Amherst County,31262,65,129
51,011,Virginia,Appomattox County,16133,41,59
51,013,Virginia,Arlington County,238766,658,253
51,015,Virginia,Augusta County,77512,123,258
51,017,Virginia,Bath County,4196,17,20
51,019,Virginia,Bedford County,79504,135,225
51,021,Virginia,Bland County,6247,8,26
51,023,Virginia,Botetourt County,33614,53,99
51,025,Virginia,Brunswick County,15806,18,51
51,027,Virginia,Buchanan County,20216,40,105
51,029,Virginia,Buckingham County,16820,29,52
51,031,Virginia,Campbell County,55638,124,164
51,033,Virginia,Caroline County,30905,82,84
51,035,Virginia,Carroll County,29130,55,120
51,036,Virginia,Charles City County,6733,11,29
51,037,Virginia,Charlotte County,11506,29,54
51,041,Virginia,Chesterfield County,365566,944,830
51,043,Virginia,Clarke County,14788,30,42
51,045,Virginia,Craig County,4880,11,19
51,047,Virginia,Culpeper County,52717,161,145
51,049,Virginia,Cumberland County,9656,16,33
51,051,Virginia,Dickenson County,14045,23,68
51,053,Virginia,Dinwiddie County,27900,35,72
51,057,Virginia,Essex County,10591,30,44
51,059,Virginia,Fairfax County,1148472,3186,1541
51,061,Virginia,Fauquier County,72938,174,188
51,063,Virginia,Floyd County,15474,32,36
51,065,Virginia,Fluvanna County,27280,64,66
51,067,Virginia,Franklin County,54469,121,174
51,069,Virginia,Frederick County,91766,208,225
51,071,Virginia,Giles County,16754,34,84
51,073,Virginia,Gloucester County,38688,84,129
51,075,Virginia,Goochland County,24828,39,73
51,077,Virginia,Grayson County,15300,23,50
51,079,Virginia,Greene County,20591,51,57
51,081,Virginia,Greensville County,11393,29,32
51,083,Virginia,Halifax County,33901,104,165
51,085,Virginia,Hanover County,110102,239,303
51,087,Virginia,Henrico County,334298,898,809
51,089,Virginia,Henry County,50782,90,234
51,091,Virginia,Highland County,2236,2,8
51,093,Virginia,Isle of Wight County,38658,90,124
51,095,Virginia,James City County,78412,193,220
51,097,Virginia,King and Queen County,6590,21,32
51,099,Virginia,King George County,26806,71,58
51,101,Virginia,King William County,17905,38,46
51,103,Virginia,Lancaster County,10910,22,59
51,105,Virginia,Lee County,22084,42,80
51,107,Virginia,Loudoun County,422597,1235,490
51,109,Virginia,Louisa County,37757,100,111
51,111,Virginia,Lunenburg County,11930,24,46
51,113,Virginia,Madison County,13837,28,54
51,115,Virginia,Mathews County,8524,15,36
51,117,Virginia,Mecklenburg County,30287,80,139
51,119,Virginia,Middlesex County,10623,21,42
51,121,Virginia,Montgomery County,99508,189,195
51,125,Virginia,Nelson County,14732,38,61
51,127,Virginia,New Kent County,23086,44,62
51,131,Virginia,Northampton County,12232,20,53
51,133,Virginia,Northumberland County,11839,24,54
51,135,Virginia,Nottoway County,15614,32,63
51,137,Virginia,Orange County,36396,79,119
51,139,Virginia,Page County,23693,64,97
51,141,Virginia,Patrick County,17560,29,77
51,143,Virginia,Pittsylvania County,60312,113,220
51,145,Virginia,Powhatan County,30433,65,76
51,147,Virginia,Prince Edward County,21853,50,90
51,149,Virginia,Prince George County,43023,76,84
51,153,Virginia,Prince William County,482738,1525,595
51,155,Virginia,Pulaski County,33760,79,152
51,157,Virginia,Rappahannock County,7312,10,22
51,159,Virginia,Richmond County,8920,12,24
51,161,Virginia,Roanoke County,96845,162,310
51,163,Virginia,Rockbridge County,22610,28,87
51,165,Virginia,Rockingham County,83758,191,206
51,167,Virginia,Russell County,25726,63,120
51,169,Virginia,Scott County,21547,33,100
51,171,Virginia,Shenandoah County,44255,106,129
51,173,Virginia,Smyth County,29730,55,152
51,175,Virginia,Southampton County,17949,31,52
51,177,Virginia,Spotsylvania County,140475,344,281
51,179,Virginia,Stafford County,157604,424,270
51,181,Virginia,Surry County,6546,12,25
51,183,Virginia,Sussex County,10768,13,51
51,185,Virginia,Tazewell County,40343,78,173
51,187,Virginia,Warren County,40782,126,107
51,191,Virginia,Washington County,53839,121,218
51,193,Virginia,Westmoreland County,18496,53,81
51,195,Virginia,Wise County,36018,100,183
51,197,Virginia,Wythe County,28274,67,116
51,199,Virginia,York County,70154,135,147
51,510,Virginia,Alexandria city,159097,596,204
51,520,Virginia,Bristol city,17259,31,71
51,530,Virginia,Buena Vista city,6620,24,24
51,540,Virginia,Charlottesville city,46423,139,89
51,550,Virginia,Chesapeake city,249679,715,605
51,570,Virginia,Colonial Heights city,18191,67,70
51,580,Virginia,Covington city,5721,16,31
51,590,Virginia,Danville city,42465,101,235
51,595,Virginia,Emporia city,5716,14,26
51,600,Virginia,Fairfax city,24129,150,91
51,610,Virginia,Falls Church city,14654,43,42
51,620,Virginia,Franklin city,8171,41,36
51,630,Virginia,Fredericksburg city,27995,82,69
51,640,Virginia,Galax city,6691,21,43
51,650,Virginia,Hampton city,137131,389,409
51,660,Virginia,Harrisonburg city,51675,145,91
51,670,Virginia,Hopewell city,22967,91,105
51,678,Virginia,Lexington city,7313,22,31
51,680,Virginia,Lynchburg city,78871,267,248
51,683,Virginia,Manassas city,42728,178,59
51,685,Virginia,Manassas Park city,17140,6,22
51,690,Virginia,Martinsville city,13422,56,107
51,700,Virginia,Newport News city,185916,665,485
51,710,Virginia,Norfolk city,237591,758,602
51,720,Virginia,Norton city,3679,9,14
51,730,Virginia,Petersburg city,33428,169,138
51,735,Virginia,Poquoson city,12455,19,37
51,740,Virginia,Portsmouth city,98015,346,256
51,750,Virginia,Radford city,16089,29,39
51,760,Virginia,Richmond city,226670,705,639
51,770,Virginia,Roanoke city,99875,340,341
51,775,Virginia,Salem city,25374,78,106
51,790,Virginia,Staunton city,25800,95,104
51,800,Virginia,Suffolk city,94685,264,254
51,810,Virginia,Virginia Beach city,459373,1321,934
51,820,Virginia,Waynesboro city,22279,90,65
51,830,Virginia,Williamsburg city,15445,17,55
51,840,Virginia,Winchester city,28008,87,68
53,001,Washington,Adams County,20605,84,28
53,003,Washington,Asotin County,22290,47,88
53,005,Washington,Benton County,207230,604,522
53,007,Washington,Chelan County,79185,202,192
53,009,Washington,Clallam County,77280,146,288
53,011,Washington,Clark County,505013,1374,1184
53,013,Washington,Columbia County,3949,10,20
53,015,Washington,Cowlitz County,110924,332,380
53,017,Washington,Douglas County,42998,131,98
53,019,Washington,Ferry County,7178,15,38
53,021,Washington,Franklin County,97076,361,160
53,023,Washington,Garfield County,2292,7,7
53,025,Washington,Grant County,99365,359,227
53,027,Washington,Grays Harbor County,75811,168,267
53,029,Washington,Island County,86948,202,237
53,031,Washington,Jefferson County,33048,36,108
53,033,Washington,King County,2272571,5932,4062
53,035,Washington,Kitsap County,275660,723,662
53,037,Washington,Kittitas County,44589,96,90
53,039,Washington,Klickitat County,22783,47,67
53,041,Washington,Lewis County,82474,221,277
53,043,Washington,Lincoln County,10920,30,28
53,045,Washington,Mason County,66028,179,199
53,047,Washington,Okanogan County,42118,114,140
53,049,Washington,Pacific County,23470,33,79
53,051,Washington,Pend Oreille County,13482,17,50
53,053,Washington,Pierce County,922828,2784,2125
53,055,Washington,San Juan County,17818,28,38
53,057,Washington,Skagit County,129852,341,339
53,059,Washington,Skamania County,12034,19,24
53,061,Washington,Snohomish County,829331,2381,1768
53,063,Washington,Spokane County,540700,1517,1452
53,065,Washington,Stevens County,46566,120,159
53,067,Washington,Thurston County,295729,758,729
53,069,Washington,Wahkiakum County,4443,6,11
53,071,Washington,Walla Walla County,62574,133,183
53,073,Washington,Whatcom County,227304,511,501
53,075,Washington,Whitman County,47786,115,78
53,077,Washington,Yakima County,256533,894,738
54,001,West Virginia,Barbour County,15440,41,74
54,003,West Virginia,Berkeley County,122654,360,339
54,005,West Virginia,Boone County,21714,51,104
54,007,West Virginia,Braxton County,12386,23,55
54,009,West Virginia,Brooke County,22469,50,111
54,011,West Virginia,Cabell County,94137,242,401
54,013,West Virginia,Calhoun County,6199,19,30
54,015,West Virginia,Clay County,8006,18,30
54,017,West Virginia,Doddridge County,7786,9,20
54,019,West Virginia,Fayette County,40358,97,188
54,021,West Virginia,Gilmer County,7378,15,31
54,023,West Virginia,Grant County,10954,31,65
54,025,West Virginia,Greenbrier County,32866,92,173
54,027,West Virginia,Hampshire County,23067,60,95
54,029,West Virginia,Hancock County,29019,77,139
54,031,West Virginia,Hardy County,14240,34,38
54,033,West Virginia,Harrison County,65771,181,267
54,035,West Virginia,Jackson County,27735,73,94
54,037,West Virginia,Jefferson County,57732,138,140
54,039,West Virginia,Kanawha County,180048,415,740
54,041,West Virginia,Lewis County,17009,44,68
54,043,West Virginia,Lincoln County,20337,49,98
54,045,West Virginia,Logan County,32473,92,160
54,047,West Virginia,McDowell County,18916,45,97
54,049,West Virginia,Marion County,56157,155,208
54,051,West Virginia,Marshall County,30444,67,132
54,053,West Virginia,Mason County,25356,58,126
54,055,West Virginia,Mercer County,59462,130,260
54,057,West Virginia,Mineral County,26877,50,96
54,059,West Virginia,Mingo County,23455,66,103
54,061,West Virginia,Monongalia County,105916,289,196
54,063,West Virginia,Monroe County,12330,23,61
54,065,West Virginia,Morgan County,17037,31,83
54,067,West Virginia,Nicholas County,24523,42,99
54,069,West Virginia,Ohio County,42264,77,174
54,071,West Virginia,Pendleton County,6134,19,25
54,073,West Virginia,Pleasants County,7649,18,31
54,075,West Virginia,Pocahontas County,7847,19,36
54,077,West Virginia,Preston County,34176,100,124
54,079,West Virginia,Putnam County,57399,122,176
54,081,West Virginia,Raleigh County,74349,194,324
54,083,West Virginia,Randolph County,27852,62,104
54,085,West Virginia,Ritchie County,8424,25,31
54,087,West Virginia,Roane County,13977,31,56
54,089,West Virginia,Summers County,11915,19,57
54,091,West Virginia,Taylor County,16701,37,59
54,093,West Virginia,Tucker County,6752,13,23
54,095,West Virginia,Tyler County,8279,16,35
54,097,West Virginia,Upshur County,23783,53,75
54,099,West Virginia,Wayne County,38830,99,183
54,101,West Virginia,Webster County,8329,12,40
54,103,West Virginia,Wetzel County,14382,37,61
54,105,West Virginia,Wirt County,5183,15,9
54,107,West Virginia,Wood County,83996,192,373
54,109,West Virginia,Wyoming County,21326,56,78
55,001,Wisconsin,Adams County,20673,22,68
55,003,Wisconsin,Ashland County,15977,26,58
55,005,Wisconsin,Barron County,46643,105,158
55,007,Wisconsin,Bayfield County,16229,29,54
55,009,Wisconsin,Brown County,268741,730,640
55,011,Wisconsin,Buffalo County,13320,28,30
55,013,Wisconsin,Burnett County,16588,37,36
55,015,Wisconsin,Calumet County,52476,135,93
55,017,Wisconsin,Chippewa County,66279,154,161
55,019,Wisconsin,Clark County,34628,144,97
55,021,Wisconsin,Columbia County,58510,158,161
55,023,Wisconsin,Crawford County,16086,53,63
55,025,Wisconsin,Dane County,562306,1508,1043
55,027,Wisconsin,Dodge County,89262,207,315
55,029,Wisconsin,Door County,30102,63,103
55,031,Wisconsin,Douglas County,44275,92,171
55,033,Wisconsin,Dunn County,45440,119,90
55,035,Wisconsin,Eau Claire County,105818,282,233
55,037,Wisconsin,Florence County,4556,3,13
55,039,Wisconsin,Fond du Lac County,104076,245,310
55,041,Wisconsin,Forest County,9160,28,35
55,043,Wisconsin,Grant County,51934,152,148
55,045,Wisconsin,Green County,36992,84,125
55,047,Wisconsin,Green Lake County,18997,44,74
55,049,Wisconsin,Iowa County,23676,52,73
55,051,Wisconsin,Iron County,6128,5,32
55,053,Wisconsin,Jackson County,21102,53,68
55,055,Wisconsin,Jefferson County,84858,203,225
55,057,Wisconsin,Juneau County,26759,53,79
55,059,Wisconsin,Kenosha County,169073,458,472
55,061,Wisconsin,Kewaunee County,20539,46,53
55,063,Wisconsin,La Crosse County,120852,326,315
55,065,Wisconsin,Lafayette County,16605,53,37
55,067,Wisconsin,Langlade County,19438,41,85
55,069,Wisconsin,Lincoln County,28374,51,101
55,071,Wisconsin,Manitowoc County,81250,173,299
55,073,Wisconsin,Marathon County,137954,371,342
55,075,Wisconsin,Marinette County,41869,95,156
55,077,Wisconsin,Marquette County,15584,28,55
55,078,Wisconsin,Menominee County,4255,23,18
55,079,Wisconsin,Milwaukee County,938149,3052,2647
55,081,Wisconsin,Monroe County,46281,155,116
55,083,Wisconsin,Oconto County,39043,89,100
55,085,Wisconsin,Oneida County,37839,70,151
55,087,Wisconsin,Outagamie County,190832,550,443
55,089,Wisconsin,Ozaukee County,91569,237,267
55,091,Wisconsin,Pepin County,7335,25,22
55,093,Wisconsin,Pierce County,42191,99,95
55,095,Wisconsin,Polk County,45006,99,114
55,097,Wisconsin,Portage County,70378,158,152
55,099,Wisconsin,Price County,14015,14,44
55,101,Wisconsin,Racine County,197440,511,588
55,103,Wisconsin,Richland County,17274,35,50
55,105,Wisconsin,Rock County,163643,464,468
55,107,Wisconsin,Rusk County,14168,39,51
55,109,Wisconsin,St. Croix County,93797,254,203
55,111,Wisconsin,Sauk County,65718,183,201
55,113,Wisconsin,Sawyer County,18107,41,72
55,115,Wisconsin,Shawano County,40838,98,140
55,117,Wisconsin,Sheboygan County,117937,292,349
55,119,Wisconsin,Taylor County,19897,55,62
55,121,Wisconsin,Trempealeau County,30776,95,68
55,123,Wisconsin,Vernon County,30693,114,106
55,125,Wisconsin,Vilas County,23076,35,90
55,127,Wisconsin,Walworth County,106499,235,282
55,129,Wisconsin,Washburn County,16597,29,69
55,131,Wisconsin,Washington County,136732,321,368
55,133,Wisconsin,Waukesha County,407148,1001,1136
55,135,Wisconsin,Waupaca County,51713,111,228
55,137,Wisconsin,Waushara County,24511,52,76
55,139,Wisconsin,Winnebago County,171646,472,510
55,141,Wisconsin,Wood County,74091,165,237
56,001,Wyoming,Albany County,37079,80,58
56,003,Wyoming,Big Horn County,11467,28,48
56,005,Wyoming,Campbell County,47116,164,86
56,007,Wyoming,Carbon County,14499,44,44
56,009,Wyoming,Converse County,13724,35,36
56,011,Wyoming,Crook County,7178,32,31
56,013,Wyoming,Fremont County,39177,120,146
56,015,Wyoming,Goshen County,12503,33,37
56,017,Wyoming,Hot Springs County,4622,9,20
56,019,Wyoming,Johnson County,8459,25,25
56,021,Wyoming,Laramie County,100690,322,263
56,023,Wyoming,Lincoln County,19674,60,26
56,025,Wyoming,Natrona County,80229,251,213
56,027,Wyoming,Niobrara County,2439,4,12
56,029,Wyoming,Park County,29656,76,85
56,031,Wyoming,Platte County,8623,14,28
56,033,Wyoming,Sheridan County,30996,87,83
56,035,Wyoming,Sublette County,8723,19,19
56,037,Wyoming,Sweetwater County,42158,112,116
56,039,Wyoming,Teton County,23347,44,29
56,041,Wyoming,Uinta County,20441,50,49
56,043,Wyoming,Washakie County,7658,18,32
56,045,Wyoming,Weston County,6809,16,14
