stateAfips,countyAfips,stateAname,countyAname,population2020,births2020,deaths2020
17,061,Illinois,Greene County,11915,18,45
17,063,Illinois,Grundy County,52514,152,131
17,065,Illinois,Hamilton County,7977,14,26
17,067,Illinois,Hancock County,17552,50,56
17,069,Illinois,Hardin County,3634,4,16
17,071,Illinois,Henderson County,6339,10,23
17,073,Illinois,Henry County,49138,127,171
17,075,Illinois,Iroquois County,26984,89,97
17,077,Illinois,Jackson County,52896,164,153
17,079,Illinois,Jasper County,9247,29,26
17,081,Illinois,Jefferson County,37029,122,112
17,083,Illinois,Jersey County,21444,40,96
17,085,Illinois,Jo Daviess County,22035,37,67
17,087,Illinois,Johnson County,13307,27,37
17,089,Illinois,Kane County,516155,1508,970
17,091,Illinois,Kankakee County,107236,291,330
17,093,Illinois,Kendall County,132291,381,186
17,095,Illinois,Knox County,49736,132,212
17,097,Illinois,Lake County,713217,1724,1443
17,099,Illinois,LaSalle County,109359,293,398
17,101,Illinois,Lawrence County,15234,35,51
17,103,Illinois,Lee County,34021,68,114
17,105,Illinois,Livingston County,35752,96,115
17,107,Illinois,Logan County,27879,68,116
17,109,Illinois,McDonough County,27079,57,103
17,111,Illinois,McHenry County,309770,751,688
17,113,Illinois,McLean County,170870,466,373
17,115,Illinois,Macon County,103647,285,375
17,117,Illinois,Macoupin County,44810,94,156
17,119,Illinois,Madison County,265498,685,847
17,121,Illinois,Marion County,37613,118,153
17,123,Illinois,Marshall County,11691,21,36
17,125,Illinois,Mason County,13026,38,56
17,127,Illinois,Massac County,14125,23,42
17,129,Illinois,Menard County,12265,24,33
17,131,Illinois,Mercer County,15633,38,45
17,133,Illinois,Monroe County,34898,60,113
17,135,Illinois,Montgomery County,28157,72,138
17,137,Illinois,Morgan County,32798,84,139
17,139,Illinois,Moultrie County,14486,48,56
17,141,Illinois,Ogle County,51678,142,154
17,143,Illinois,Peoria County,181225,549,539
17,145,Illinois,Perry County,20880,49,60
17,147,Illinois,Piatt County,16654,45,57
17,149,Illinois,Pike County,14633,43,63
17,151,Illinois,Pope County,3744,3,15
17,153,Illinois,Pulaski County,5161,16,26
17,155,Illinois,Putnam County,5635,13,14
17,157,Illinois,Randolph County,30055,75,120
17,159,Illinois,Richland County,15803,45,59
17,161,Illinois,Rock Island County,144267,377,469
17,163,Illinois,St. Clair County,256789,713,815
17,165,Illinois,Saline County,23634,57,117
17,167,Illinois,Sangamon County,196012,513,584
17,169,Illinois,Schuyler County,6875,15,17
17,171,Illinois,Scott County,4927,9,27
17,173,Illinois,Shelby County,20900,48,65
17,175,Illinois,Stark County,5391,14,14
17,177,Illinois,Stephenson County,44457,111,170
17,179,Illinois,Tazewell County,131018,370,465
17,181,Illinois,Union County,17179,36,64
17,183,Illinois,Vermilion County,73883,187,292
17,185,Illinois,Wabash County,11316,37,35
17,187,Illinois,Warren County,16777,38,58
17,189,Illinois,Washington County,13711,27,36
17,191,Illinois,Wayne County,16121,46,65
17,193,Illinois,White County,13808,35,69
17,195,Illinois,Whiteside County,55509,132,185
17,197,Illinois,Will County,695903,1808,1401
17,199,Illinois,Williamson County,67094,170,201
17,201,Illinois,Winnebago County,284858,876,895
17,203,Illinois,Woodford County,38395,102,114
18,001,Indiana,Adams County,35826,169,102
18,003,Indiana,Allen County,385892,1275,1032
18,005,Indiana,Bartholomew County,82157,259,241
18,007,Indiana,Benton County,8712,31,27
18,009,Indiana,Blackford County,12098,18,38
18,011,Indiana,Boone County,71169,210,147
18,013,Indiana,Brown County,15470,19,50
18,015,Indiana,Carroll County,20307,47,52
18,017,Indiana,Cass County,37771,106,133
18,019,Indiana,Clark County,121282,341,383
18,021,Indiana,Clay County,26432,69,82
18,023,Indiana,Clinton County,33151,115,109
18,025,Indiana,Crawford County,10540,41,38
18,027,Indiana,Daviess County,33391,146,92
18,029,Indiana,Dearborn County,50726,123,129
18,031,Indiana,Decatur County,26477,60,75
18,033,Indiana,DeKalb County,43274,125,116
18,035,Indiana,Delaware County,111669,255,433
18,037,Indiana,Dubois County,43604,125,122
18,039,Indiana,Elkhart County,206842,730,552
18,041,Indiana,Fayette County,23333,58,93
18,043,Indiana,Floyd County,80437,203,312
18,045,Indiana,Fountain County,16470,53,80
18,047,Indiana,Franklin County,22767,56,64
18,049,Indiana,Fulton County,20434,43,76
18,051,Indiana,Gibson County,33021,96,105
18,053,Indiana,Grant County,66446,172,265
18,055,Indiana,Greene County,30790,78,126
18,057,Indiana,Hamilton County,348868,883,568
18,059,Indiana,Hancock County,80156,208,216
18,061,Indiana,Harrison County,39652,104,129
18,063,Indiana,Hendricks County,175528,401,387
18,065,Indiana,Henry County,48885,97,152
18,067,Indiana,Howard County,83619,264,312
18,069,Indiana,Huntington County,36599,103,123
18,071,Indiana,Jackson County,46373,140,156
18,073,Indiana,Jasper County,32906,99,92
18,075,Indiana,Jay County,20456,67,70
18,077,Indiana,Jefferson County,33075,94,122
18,079,Indiana,Jennings County,27564,74,90
18,081,Indiana,Johnson County,162180,439,445
18,083,Indiana,Knox County,36244,101,118
18,085,Indiana,Kosciusko County,80050,249,247
18,087,Indiana,LaGrange County,40515,179,73
18,089,Indiana,Lake County,498597,1338,1651
18,091,Indiana,LaPorte County,112222,276,374
18,093,Indiana,Lawrence County,45022,138,166
18,095,Indiana,Madison County,130065,320,478
18,097,Indiana,Marion County,976770,3299,2413
18,099,Indiana,Marshall County,46018,108,153
18,101,Indiana,Martin County,9786,29,33
18,103,Indiana,Miami County,35924,99,103
18,105,Indiana,Monroe County,139517,256,279
18,107,Indiana,Montgomery County,37932,105,121
18,109,Indiana,Morgan County,71802,172,213
18,111,Indiana,Newton County,13796,32,45
18,113,Indiana,Noble County,47379,141,158
18,115,Indiana,Ohio County,5930,9,20
18,117,Indiana,Orange County,19839,45,66
18,119,Indiana,Owen County,21298,53,72
18,121,Indiana,Parke County,16154,43,39
18,123,Indiana,Perry County,19150,46,56
18,125,Indiana,Pike County,12233,33,48
18,127,Indiana,Porter County,173256,378,458
18,129,Indiana,Posey County,25161,52,81
18,131,Indiana,Pulaski County,12488,23,55
18,133,Indiana,Putnam County,36666,82,112
18,135,Indiana,Randolph County,24375,49,92
18,137,Indiana,Ripley County,28980,98,89
18,139,Indiana,Rush County,16744,55,74
18,141,Indiana,St. Joseph County,272549,840,818
18,143,Indiana,Scott County,24336,50,94
18,145,Indiana,Shelby County,45026,113,154
18,147,Indiana,Spencer County,19820,53,48
18,149,Indiana,Starke County,23356,67,102
18,151,Indiana,Steuben County,34440,104,108
18,153,Indiana,Sullivan County,20803,52,64
18,155,Indiana,Switzerland County,9724,33,25
18,157,Indiana,Tippecanoe County,186247,513,375
18,159,Indiana,Tipton County,15365,27,49
18,161,Indiana,Union County,7090,27,18
18,163,Indiana,Vanderburgh County,180158,479,632
18,165,Indiana,Vermillion County,15388,38,55
18,167,Indiana,Vigo County,106007,276,339
18,169,Indiana,Wabash County,30888,86,139
18,171,Indiana,Warren County,8413,16,29
18,173,Indiana,Warrick County,63966,149,195
18,175,Indiana,Washington County,28220,78,83
18,177,Indiana,Wayne County,66455,180,261
18,179,Indiana,Wells County,28179,91,73
18,181,Indiana,White County,24636,67,105
18,183,Indiana,Whitley County,34316,76,75
19,001,Iowa,Adair County,7477,22,28
19,003,Iowa,Adams County,3697,9,13
19,005,Iowa,Allamakee County,14067,62,45
19,007,Iowa,Appanoose County,12282,28,44
19,009,Iowa,Audubon County,5671,14,17
19,011,Iowa,Benton County,25536,64,62
19,013,Iowa,Black Hawk County,130980,427,363
19,015,Iowa,Boone County,26691,54,74
19,017,Iowa,Bremer County,24974,63,93
19,019,Iowa,Buchanan County,20586,72,66
19,021,Iowa,Buena Vista County,20776,60,70
19,023,Iowa,Butler County,14311,36,48
19,025,Iowa,Calhoun County,9886,25,36
19,027,Iowa,Carroll County,20702,58,65
19,029,Iowa,Cass County,13104,39,70
19,031,Iowa,Cedar County,18495,47,47
19,033,Iowa,Cerro Gordo County,42965,88,162
19,035,Iowa,Cherokee County,11632,34,60
19,037,Iowa,Chickasaw County,11970,31,38
19,039,Iowa,Clarke County,9726,32,34
19,041,Iowa,Clay County,16333,36,54
19,043,Iowa,Clayton County,16996,47,54
19,045,Iowa,Clinton County,46418,134,125
19,047,Iowa,Crawford County,16453,40,53
19,049,Iowa,Dallas County,100486,338,162
19,051,Iowa,Davis County,9109,40,33
19,053,Iowa,Decatur County,7610,17,27
19,055,Iowa,Delaware County,17458,48,45
19,057,Iowa,Des Moines County,38831,121,111
19,059,Iowa,Dickinson County,17747,37,63
19,061,Iowa,Dubuque County,99229,256,241
19,063,Iowa,Emmet County,9332,21,43
19,065,Iowa,Fayette County,19399,56,88
19,067,Iowa,Floyd County,15552,42,71
19,069,Iowa,Franklin County,9983,36,44
19,071,Iowa,Fremont County,6560,19,25
19,073,Iowa,Greene County,8746,21,28
19,075,Iowa,Grundy County,12312,25,43
19,077,Iowa,Guthrie County,10612,20,35
19,079,Iowa,Hamilton County,15020,43,38
19,081,Iowa,Hancock County,10757,41,37
19,083,Iowa,Hardin County,16821,44,53
19,085,Iowa,Harrison County,14546,46,62
19,087,Iowa,Henry County,20412,39,70
19,089,Iowa,Howard County,9487,35,26
19,091,Iowa,Humboldt County,9595,29,26
19,093,Iowa,Ida County,7007,20,31
19,095,Iowa,Iowa County,16679,59,53
19,097,Iowa,Jackson County,19437,53,64
19,099,Iowa,Jasper County,37802,112,114
19,101,Iowa,Jefferson County,15659,32,50
19,103,Iowa,Johnson County,152984,434,203
19,105,Iowa,Jones County,20647,52,51
19,107,Iowa,Keokuk County,9995,26,38
19,109,Iowa,Kossuth County,14786,36,54
19,111,Iowa,Lee County,33512,86,121
19,113,Iowa,Linn County,230263,676,578
19,115,Iowa,Louisa County,10806,24,32
19,117,Iowa,Lucas County,8615,26,33
19,119,Iowa,Lyon County,11917,36,21
19,121,Iowa,Madison County,16626,50,30
19,123,Iowa,Mahaska County,22148,53,70
19,125,Iowa,Marion County,33377,95,107
19,127,Iowa,Marshall County,40059,124,141
19,129,Iowa,Mills County,14405,43,38
19,131,Iowa,Mitchell County,10582,35,38
19,133,Iowa,Monona County,8742,26,42
19,135,Iowa,Monroe County,7582,22,36
19,137,Iowa,Montgomery County,10335,29,36
19,139,Iowa,Muscatine County,43113,103,129
19,141,Iowa,O'Brien County,14154,49,51
19,143,Iowa,Osceola County,6189,21,31
19,145,Iowa,Page County,15180,19,49
19,147,Iowa,Palo Alto County,8961,15,44
19,149,Iowa,Plymouth County,25681,78,84
19,151,Iowa,Pocahontas County,7075,21,21
19,153,Iowa,Polk County,492769,1563,1173
19,155,Iowa,Pottawattamie County,93560,260,321
19,157,Iowa,Poweshiek County,18643,41,47
19,159,Iowa,Ringgold County,4639,18,30
19,161,Iowa,Sac County,9791,19,26
19,163,Iowa,Scott County,174488,525,478
19,165,Iowa,Shelby County,11699,23,60
19,167,Iowa,Sioux County,35869,119,74
19,169,Iowa,Story County,98615,217,145
19,171,Iowa,Tama County,17072,38,64
19,173,Iowa,Taylor County,5861,15,23
19,175,Iowa,Union County,12097,30,55
19,177,Iowa,Van Buren County,7204,24,29
19,179,Iowa,Wapello County,35341,118,128
19,181,Iowa,Warren County,52548,129,134
19,183,Iowa,Washington County,22511,65,88
19,185,Iowa,Wayne County,6509,30,19
19,187,Iowa,Webster County,36954,120,140
19,189,Iowa,Winnebago County,10650,24,39
19,191,Iowa,Winneshiek County,20031,48,53
19,193,Iowa,Woodbury County,105829,388,337
19,195,Iowa,Worth County,7425,22,23
19,197,Iowa,Wright County,12914,46,37
20,001,Kansas,Allen County,12537,41,30
20,003,Kansas,Anderson County,7850,24,23
20,005,Kansas,Atchison County,16305,43,55
20,007,Kansas,Barber County,4198,10,15
20,009,Kansas,Barton County,25419,79,81
20,011,Kansas,Bourbon County,14333,51,51
20,013,Kansas,Brown County,9473,27,44
20,015,Kansas,Butler County,67401,194,188
20,017,Kansas,Chase County,2564,1,7
20,019,Kansas,Chautauqua County,3386,7,13
20,021,Kansas,Cherokee County,19275,45,77
20,023,Kansas,Cheyenne County,2620,8,5
20,025,Kansas,Clark County,1973,6,12
20,027,Kansas,Clay County,8112,10,23
20,029,Kansas,Cloud County,8988,28,41
20,031,Kansas,Coffey County,8370,24,22
20,033,Kansas,Comanche County,1681,5,9
20,035,Kansas,Cowley County,34498,95,120
20,037,Kansas,Crawford County,38930,100,117
20,039,Kansas,Decatur County,2749,6,12
20,041,Kansas,Dickinson County,18353,47,73
20,043,Kansas,Doniphan County,7469,12,27
20,045,Kansas,Douglas County,118814,294,190
20,047,Kansas,Edwards County,2898,8,6
20,049,Kansas,Elk County,2475,2,13
20,051,Kansas,Ellis County,28931,77,67
20,053,Kansas,Ellsworth County,6354,15,27
20,055,Kansas,Finney County,38297,127,71
20,057,Kansas,Ford County,34206,157,70
20,059,Kansas,Franklin County,26028,80,59
20,061,Kansas,Geary County,36747,219,72
20,063,Kansas,Gove County,2694,4,17
20,065,Kansas,Graham County,2405,5,6
20,067,Kansas,Grant County,7327,23,12
20,069,Kansas,Gray County,5633,18,17
20,071,Kansas,Greeley County,1277,2,4
20,073,Kansas,Greenwood County,5972,13,27
20,075,Kansas,Hamilton County,2494,11,8
20,077,Kansas,Harper County,5461,18,22
20,079,Kansas,Harvey County,33942,89,117
20,081,Kansas,Haskell County,3756,15,14
20,083,Kansas,Hodgeman County,1718,0,13
20,085,Kansas,Jackson County,13230,34,31
20,087,Kansas,Jefferson County,18300,34,59
20,089,Kansas,Jewell County,2926,4,7
20,091,Kansas,Johnson County,610536,1687,1324
20,093,Kansas,Kearny County,3971,22,10
20,095,Kansas,Kingman County,7446,22,31
20,097,Kansas,Kiowa County,2452,4,5
20,099,Kansas,Labette County,20119,54,84
20,101,Kansas,Lane County,1568,3,6
20,103,Kansas,Leavenworth County,81870,209,217
20,105,Kansas,Lincoln County,2947,4,5
20,107,Kansas,Linn County,9582,28,30
20,109,Kansas,Logan County,2743,9,10
20,111,Kansas,Lyon County,32100,84,89
20,113,Kansas,McPherson County,30160,63,105
20,115,Kansas,Marion County,11754,21,53
20,117,Kansas,Marshall County,10014,20,31
20,119,Kansas,Meade County,4045,11,19
20,121,Kansas,Miami County,34183,75,90
20,123,Kansas,Mitchell County,5764,13,30
20,125,Kansas,Montgomery County,31360,73,120
20,127,Kansas,Morris County,5360,8,19
20,129,Kansas,Morton County,2695,16,23
20,131,Kansas,Nemaha County,10218,23,51
20,133,Kansas,Neosho County,15909,49,48
20,135,Kansas,Ness County,2678,4,7
20,137,Kansas,Norton County,5435,15,28
20,139,Kansas,Osage County,15724,35,58
20,141,Kansas,Osborne County,3494,7,12
20,143,Kansas,Ottawa County,5733,15,19
20,145,Kansas,Pawnee County,6244,18,29
20,147,Kansas,Phillips County,4953,11,24
20,149,Kansas,Pottawatomie County,25392,79,58
20,151,Kansas,Pratt County,9151,21,24
20,153,Kansas,Rawlins County,2555,6,12
20,155,Kansas,Reno County,61808,158,229
20,157,Kansas,Republic County,4680,16,9
20,159,Kansas,Rice County,9374,25,37
20,161,Kansas,Riley County,71996,203,110
20,163,Kansas,Rooks County,4894,12,14
20,165,Kansas,Rush County,2944,10,12
20,167,Kansas,Russell County,6672,19,27
20,169,Kansas,Saline County,54232,179,168
20,171,Kansas,Scott County,5137,18,16
20,173,Kansas,Sedgwick County,524246,1523,1393
20,175,Kansas,Seward County,21832,86,44
20,177,Kansas,Shawnee County,178608,514,565
20,179,Kansas,Sheridan County,2442,7,11
20,181,Kansas,Sherman County,5882,17,25
20,183,Kansas,Smith County,3559,11,19
20,185,Kansas,Stafford County,4064,15,20
20,187,Kansas,Stanton County,2072,2,9
20,189,Kansas,Stevens County,5236,13,10
20,191,Kansas,Sumner County,22332,70,69
20,193,Kansas,Thomas County,7916,19,21
20,195,Kansas,Trego County,2808,9,7
20,197,Kansas,Wabaunsee County,6885,23,15
20,199,Kansas,Wallace County,1514,5,2
20,201,Kansas,Washington County,5526,15,17
20,203,Kansas,Wichita County,2144,7,4
20,205,Kansas,Wilson County,8577,28,30
20,207,Kansas,Woodson County,3103,11,8
20,209,Kansas,Wyandotte County,168873,616,445
21,001,Kentucky,Adair County,18870,46,95
21,003,Kentucky,Allen County,20595,65,57
21,005,Kentucky,Anderson County,23869,67,76
21,007,Kentucky,Ballard County,7724,17,17
21,009,Kentucky,Barren County,44445,104,171
21,011,Kentucky,Bath County,12708,33,57
21,013,Kentucky,Bell County,23942,64,118
21,015,Kentucky,Boone County,136403,407,242
21,017,Kentucky,Bourbon County,20285,44,56
21,019,Kentucky,Boyd County,48175,123,208
21,021,Kentucky,Boyle County,30701,78,118
21,023,Kentucky,Bracken County,8390,32,30
21,025,Kentucky,Breathitt County,13679,35,67
21,027,Kentucky,Breckinridge County,20432,70,81
21,029,Kentucky,Bullitt County,82293,212,218
21,031,Kentucky,Butler County,12318,37,52
21,033,Kentucky,Caldwell County,12632,36,52
21,035,Kentucky,Calloway County,37147,89,112
21,037,Kentucky,Campbell County,93086,253,246
21,039,Kentucky,Carlisle County,4811,15,26
21,041,Kentucky,Carroll County,10833,35,29
21,043,Kentucky,Carter County,26575,72,92
21,045,Kentucky,Casey County,15886,42,69
21,047,Kentucky,Christian County,72696,378,178
21,049,Kentucky,Clark County,36999,92,111
21,051,Kentucky,Clay County,20294,48,71
21,053,Kentucky,Clinton County,9216,22,42
21,055,Kentucky,Crittenden County,8985,21,41
21,057,Kentucky,Cumberland County,5856,13,30
21,059,Kentucky,Daviess County,103291,273,336
21,061,Kentucky,Edmonson County,12132,17,44
21,063,Kentucky,Elliott County,7334,15,22
21,065,Kentucky,Estill County,14134,30,62
21,067,Kentucky,Fayette County,322403,927,844
21,069,Kentucky,Fleming County,15091,50,44
21,071,Kentucky,Floyd County,35756,85,175
21,073,Kentucky,Franklin County,51569,131,161
21,075,Kentucky,Fulton County,6501,11,25
21,077,Kentucky,Gallatin County,8667,27,30
21,079,Kentucky,Garrard County,16935,47,76
21,081,Kentucky,Grant County,25008,88,63
21,083,Kentucky,Graves County,36512,104,147
21,085,Kentucky,Grayson County,26410,77,99
21,087,Kentucky,Green County,11112,28,46
21,089,Kentucky,Greenup County,35852,60,132
21,091,Kentucky,Hancock County,9092,19,28
21,093,Kentucky,Hardin County,110719,366,343
21,095,Kentucky,Harlan County,26689,79,154
21,097,Kentucky,Harrison County,18705,50,59
21,099,Kentucky,Hart County,19271,67,72
21,101,Kentucky,Henderson County,44645,125,155
21,103,Kentucky,Henry County,15666,41,60
21,105,Kentucky,Hickman County,4521,6,15
21,107,Kentucky,Hopkins County,45367,118,188
21,109,Kentucky,Jackson County,12951,35,49
21,111,Kentucky,Jefferson County,782123,2208,2498
21,113,Kentucky,Jessamine County,52972,143,146
21,115,Kentucky,Johnson County,22634,48,71
21,117,Kentucky,Kenton County,169183,544,424
21,119,Kentucky,Knott County,14160,25,61
21,121,Kentucky,Knox County,30135,78,125
21,123,Kentucky,Larue County,14870,39,49
21,125,Kentucky,Laurel County,62662,160,217
21,127,Kentucky,Lawrence County,16288,43,60
21,129,Kentucky,Lee County,7360,17,36
21,131,Kentucky,Leslie County,10455,32,45
21,133,Kentucky,Letcher County,21428,45,104
21,135,Kentucky,Lewis County,13061,38,45
21,137,Kentucky,Lincoln County,24238,69,92
21,139,Kentucky,Livingston County,8845,19,47
21,141,Kentucky,Logan County,27497,105,102
21,143,Kentucky,Lyon County,8664,10,30
21,145,Kentucky,McCracken County,67836,178,251
21,147,Kentucky,McCreary County,16851,41,53
21,149,Kentucky,McLean County,9114,22,42
21,151,Kentucky,Madison County,92920,234,257
21,153,Kentucky,Magoffin County,11594,33,45
21,155,Kentucky,Marion County,19580,54,68
21,157,Kentucky,Marshall County,31665,84,133
21,159,Kentucky,Martin County,11228,28,54
21,161,Kentucky,Mason County,17085,43,76
21,163,Kentucky,Meade County,29981,55,81
21,165,Kentucky,Menifee County,6115,18,27
21,167,Kentucky,Mercer County,22616,54,85
21,169,Kentucky,Metcalfe County,10271,26,47
21,171,Kentucky,Monroe County,11301,24,41
21,173,Kentucky,Montgomery County,28091,66,81
21,175,Kentucky,Morgan County,13719,34,48
21,177,Kentucky,Muhlenberg County,30875,80,99
21,179,Kentucky,Nelson County,46756,118,134
21,181,Kentucky,Nicholas County,7536,18,22
21,183,Kentucky,Ohio County,23726,56,68
21,185,Kentucky,Oldham County,67642,126,141
21,187,Kentucky,Owen County,11294,21,44
21,189,Kentucky,Owsley County,4018,6,26
21,191,Kentucky,Pendleton County,14640,36,43
21,193,Kentucky,Perry County,28378,89,126
21,195,Kentucky,Pike County,58408,138,249
21,197,Kentucky,Powell County,13085,32,55
21,199,Kentucky,Pulaski County,65016,163,270
21,201,Kentucky,Robertson County,2184,5,11
21,203,Kentucky,Rockcastle County,16053,34,44
21,205,Kentucky,Rowan County,24732,80,71
21,207,Kentucky,Russell County,17975,50,90
21,209,Kentucky,Scott County,57477,194,154
21,211,Kentucky,Shelby County,48179,128,117
21,213,Kentucky,Simpson County,19620,57,53
21,215,Kentucky,Spencer County,19564,45,41
21,217,Kentucky,Taylor County,26020,90,92
21,219,Kentucky,Todd County,12280,44,32
21,221,Kentucky,Trigg County,14068,33,57
21,223,Kentucky,Trimble County,8461,19,25
21,225,Kentucky,Union County,13646,38,52
21,227,Kentucky,Warren County,134933,385,325
21,229,Kentucky,Washington County,12024,34,45
21,231,Kentucky,Wayne County,19528,53,71
21,233,Kentucky,Webster County,12989,41,55
21,235,Kentucky,Whitley County,36687,121,122
21,237,Kentucky,Wolfe County,6552,17,27
21,239,Kentucky,Woodford County,26892,62,64
22,001,Louisiana,Acadia Parish,57455,169,204
22,003,Louisiana,Allen Parish,22697,67,77
22,005,Louisiana,Ascension Parish,126984,378,187
22,007,Louisiana,Assumption Parish,20968,63,58
22,009,Louisiana,Avoyelles Parish,39616,114,141
22,011,Louisiana,Beauregard Parish,36573,86,96
22,013,Louisiana,Bienville Parish,12899,20,52
22,015,Louisiana,Bossier Parish,128615,372,340
22,017,Louisiana,Caddo Parish,237056,720,740
22,019,Louisiana,Calcasieu Parish,216416,699,624
22,021,Louisiana,Caldwell Parish,9617,32,35
22,023,Louisiana,Cameron Parish,5619,14,18
22,025,Louisiana,Catahoula Parish,8859,33,30
22,027,Louisiana,Claiborne Parish,14109,35,69
22,029,Louisiana,Concordia Parish,18589,60,61
22,031,Louisiana,De Soto Parish,26854,74,84
22,033,Louisiana,East Baton Rouge Parish,455884,1340,1209
22,035,Louisiana,East Carroll Parish,7383,12,23
22,037,Louisiana,East Feliciana Parish,19451,38,87
22,039,Louisiana,Evangeline Parish,32307,113,97
22,041,Louisiana,Franklin Parish,19721,51,47
22,043,Louisiana,Grant Parish,22129,52,57
22,045,Louisiana,Iberia Parish,69725,220,237
22,047,Louisiana,Iberville Parish,30095,63,87
22,049,Louisiana,Jackson Parish,14989,28,50
22,051,Louisiana,Jefferson Parish,439845,1347,1297
22,053,Louisiana,Jefferson Davis Parish,32166,90,117
22,055,Louisiana,Lafayette Parish,242004,679,548
22,057,Louisiana,Lafourche Parish,97495,280,281
22,059,Louisiana,LaSalle Parish,14812,36,45
22,061,Louisiana,Lincoln Parish,48259,113,136
22,063,Louisiana,Livingston Parish,142726,373,341
22,065,Louisiana,Madison Parish,9927,26,37
22,067,Louisiana,Morehouse Parish,25430,68,124
22,069,Louisiana,Natchitoches Parish,37349,106,132
22,071,Louisiana,Orleans Parish,383282,1007,1033
22,073,Louisiana,Ouachita Parish,160003,471,503
22,075,Louisiana,Plaquemines Parish,23466,64,56
22,077,Louisiana,Pointe Coupee Parish,20689,58,79
22,079,Louisiana,Rapides Parish,129607,371,429
22,081,Louisiana,Red River Parish,7619,38,25
22,083,Louisiana,Richland Parish,19997,63,74
22,085,Louisiana,Sabine Parish,22118,66,78
22,087,Louisiana,St. Bernard Parish,43838,120,110
22,089,Louisiana,St. Charles Parish,52481,124,142
22,091,Louisiana,St. Helena Parish,10889,27,37
22,093,Louisiana,St. James Parish,20127,64,54
22,095,Louisiana,St. John the Baptist Parish,42394,139,127
22,097,Louisiana,St. Landry Parish,82273,257,318
22,099,Louisiana,St. Martin Parish,51604,147,153
22,101,Louisiana,St. Mary Parish,49140,157,169
22,103,Louisiana,St. Tammany Parish,264933,649,709
22,105,Louisiana,Tangipahoa Parish,133549,396,369
22,107,Louisiana,Tensas Parish,4116,14,18
22,109,Louisiana,Terrebonne Parish,109319,302,303
22,111,Louisiana,Union Parish,21124,61,71
22,113,Louisiana,Vermilion Parish,57289,168,167
22,115,Louisiana,Vernon Parish,48582,193,119
22,117,Louisiana,Washington Parish,45370,137,173
22,119,Louisiana,Webster Parish,36864,115,161
22,121,Louisiana,West Baton Rouge Parish,27236,74,70
22,123,Louisiana,West Carroll Parish,9694,35,41
22,125,Louisiana,West Feliciana Parish,15256,18,48
22,127,Louisiana,Winn Parish,13721,31,56
23,001,Maine,Androscoggin County,111039,270,365
23,003,Maine,Aroostook County,66994,147,246
23,005,Maine,Cumberland County,303312,697,854
23,007,Maine,Franklin County,29418,50,101
23,009,Maine,Hancock County,55460,125,193
23,011,Maine,Kennebec County,123754,280,414
23,013,Maine,Knox County,40609,60,133
23,015,Maine,Lincoln County,35192,55,153
23,017,Maine,Oxford County,57849,137,193
23,019,Maine,Penobscot County,152007,318,526
23,021,Maine,Piscataquis County,16768,16,78
23,023,Maine,Sagadahoc County,36688,77,114
23,025,Maine,Somerset County,50404,119,191
23,027,Maine,Waldo County,39635,96,133
23,029,Maine,Washington County,31062,71,168
23,031,Maine,York County,212089,439,645
24,001,Maryland,Allegany County,67947,170,270
24,003,Maryland,Anne Arundel County,588769,1658,1341
24,005,Maryland,Baltimore County,853073,2237,2579
24,009,Maryland,Calvert County,92857,210,224
24,011,Maryland,Caroline County,33290,107,83
24,013,Maryland,Carroll County,172890,417,486
24,015,Maryland,Cecil County,103740,263,314
24,017,Maryland,Charles County,166682,407,361
24,019,Maryland,Dorchester County,32508,73,99
24,021,Maryland,Frederick County,272737,764,580
24,023,Maryland,Garrett County,28761,69,90
24,025,Maryland,Harford County,261122,678,684
24,027,Maryland,Howard County,332722,833,521
24,029,Maryland,Kent County,19142,38,75
24,031,Maryland,Montgomery County,1061243,2965,1758
24,033,Maryland,Prince George's County,965601,2742,1973
24,035,Maryland,Queen Anne's County,49983,139,148
24,037,Maryland,St. Mary's County,113953,330,270
24,039,Maryland,Somerset County,24567,51,77
24,041,Maryland,Talbot County,37456,83,142
24,043,Maryland,Washington County,154586,406,507
24,045,Maryland,Wicomico County,103473,283,317
24,047,Maryland,Worcester County,52445,84,205
24,510,Maryland,Baltimore city,583132,1837,2024
25,001,Massachusetts,Barnstable County,228969,362,767
25,003,Massachusetts,Berkshire County,128758,251,423
25,005,Massachusetts,Bristol County,579172,1390,1684
25,007,Massachusetts,Dukes County,20581,43,45
25,009,Massachusetts,Essex County,809218,2031,2112
25,011,Massachusetts,Franklin County,70988,118,202
25,013,Massachusetts,Hampden County,464908,1179,1387
25,015,Massachusetts,Hampshire County,162064,211,416
25,017,Massachusetts,Middlesex County,1629422,4002,3579
25,019,Massachusetts,Nantucket County,14244,32,16
25,021,Massachusetts,Norfolk County,726025,1761,1664
25,023,Massachusetts,Plymouth County,530979,1325,1418
25,025,Massachusetts,Suffolk County,795431,2142,1546
25,027,Massachusetts,Worcester County,861461,2067,2094
26,001,Michigan,Alcona County,10158,14,59
26,003,Michigan,Alger County,8834,16,27
26,005,Michigan,Allegan County,120596,304,315
26,007,Michigan,Alpena County,28877,71,91
26,009,Michigan,Antrim County,23421,39,97
26,011,Michigan,Arenac County,14990,34,66
26,013,Michigan,Baraga County,8128,13,36
26,015,Michigan,Barry County,62548,146,157
26,017,Michigan,Bay County,103594,230,418
